burst,class,3 class,complete,duration,sig_dur,sig_asym,sig_lag,pulse pk flux,sig_pk flux,S(1+2+3),sigS(1+2+3),hr31 (erg),sig hr31 (erg),log10(dur),asymmetry,lag,log10(p256),log10(S),log10(hr31)
BATSE 1655 p01,L,X,C,57.51,2.34,0.029,1.231,0.201,0.055,1.56E-06,4.50E-08,1.9,0.127,1.759743368,0.857,5.761,-1.263577726,-5.806041022,0.278753601
BATSE 1657 p01,L,X,C,16.83,1.12,0.012,0.693,0.205,0.058,7.13E-07,3.38E-08,5.772,0.604,1.226084116,0.397,2.33,-1.237677291,-6.146788665,0.761326322
BATSE 1660 p01,L,L,I,6.99,0.65,0.016,0.132,1.172,0.144,9.14E-07,3.69E-08,3.575,0.309,0.844477176,0.702,-0.12,-0.841772973,-6.039053804,0.553276046
BATSE 1660 p02,L,L,I,7.42,0.68,0.011,0.227,0.714,0.095,5.79E-07,2.88E-08,3.082,0.338,0.870403905,0.442,-0.24,-1.022073529,-6.237021509,0.488832634
BATSE 1661 p01,L,X,?,39.25,1.66,0.029,1.03,0.21,0.062,1.07E-06,4.01E-08,3.677,0.295,1.593839661,0.978,5.035,-1.207236292,-5.969805215,0.56549363
BATSE 1679 p01,M,X,C,4.324,0.48,0.014,0.295,0.329,0.08,2.23E-07,1.72E-08,1.922,0.33,0.635885685,0.388,0.031,-1.095622155,-6.65150043,0.283753383
BATSE 1687 p01,L,X,C,45.94,1.85,0.04,1.367,0.232,0.07,7.81E-07,3.23E-08,2.298,0.219,1.662190991,0.972,7.51,-1.152354123,-6.107460195,0.361350024
BATSE 1693 p01,L,L,C,13.93,0.89,0.05,0.559,0.297,0.073,3.59E-07,2.15E-08,1.67,0.229,1.143951116,0.919,0.563,-1.138302804,-6.444542783,0.222716471
BATSE 1700 p01,L,L,C,8.74,0.66,0.02,0.137,0.829,0.117,9.01E-07,3.73E-08,4.449,0.398,0.941511433,0.957,0.278,-0.932760455,-6.045178817,0.648262406
BATSE 1701 p01,L,I,C,2.245,0.26,0.046,0.082,1.351,0.15,2.61E-07,1.90E-08,2.251,0.353,0.351216345,0.996,-0.1,-0.824822553,-6.583858969,0.352375495
BATSE 1704 p01,L,X,C,8.35,0.62,-1.092,0.671,0.216,0.055,2.00E-07,1.70E-08,3.162,0.584,0.921686475,0.955,0.494,-1.261516117,-6.698752911,0.499961866
BATSE 1704 p02,L,X,C,3.097,0.34,0.1,0.353,0.4,0.095,1.31E-07,1.35E-08,2.328,0.516,0.490941205,0.993,-0.2,-1.023065749,-6.884389488,0.366982976
BATSE 1709 p01,L,I,C,4.45,0.44,0.007,0.009,9.345,0.313,5.27E-06,9.13E-08,5.23,0.198,0.648360011,0.803,-0.015,-0.504506081,-5.278519145,0.718501689
BATSE 1709 p02,L,I,C,2.189,0.33,0.012,0.01,7.67,0.267,2.28E-06,5.69E-08,2.94,0.162,0.340245762,0.929,0.07,-0.572962694,-5.642636969,0.46834733
BATSE 1714 p01,L,X,?,44.91,1.85,0.046,0.925,0.139,0.05,8.39E-07,3.26E-08,1.754,0.162,1.652343055,0.836,8.92,-1.298393415,-6.076186279,0.244029589
BATSE 1723 p01,M,X,C,44.48,1.81,0.04,1.225,,,1.19E-06,4.28E-08,5.879,0.497,1.648164779,0.914,0.24,,-5.925183559,0.76930346
BATSE 1730 p01,L,X,C,14,1,0.104,0.417,0.318,0.08,6.01E-07,3.01E-08,3.429,0.357,1.146128036,0.782,0.177,-1.097906203,-6.221197796,0.535167485
BATSE 1730 p02,L,X,C,23,1.36,0.047,0.708,0.289,0.073,8.13E-07,3.35E-08,2.523,0.232,1.361727836,0.71,0.43,-1.134431026,-6.089749228,0.401917251
BATSE 1730 p03,L,X,C,26,1.26,0.125,2.341,0.098,0.03,1.90E-07,1.37E-08,0.759,0.19,1.414973348,0.961,-0.36,-1.527963718,-6.720333056,-0.119758224
BATSE 1733 p01,L,L,C,13.36,0.89,0.009,0.169,2.368,0.174,5.03E-06,9.25E-08,8.633,0.367,1.125806458,0.793,0.51,-0.758384257,-5.298691115,0.936161741
BATSE 1806 p01,L,X,?,42.8,1.78,0.033,1.03,0.244,0.064,1.13E-06,4.01E-08,2.589,0.196,1.631443769,0.971,2.946,-1.195561333,-5.946153573,0.41313205
BATSE 1883 p01,L,L,C,8.55,0.67,0.006,0.009,4.808,0.27,4.28E-06,8.19E-08,4.586,0.187,0.931966115,0.929,0.81,-0.569296312,-5.368454772,0.66143405
BATSE 1885 p01,L,L,C,68.76,,0.014,,0.46,0.084,,,,,1.837335868,0.981,,-1.077390761,,
BATSE 1886 p01,L,L,C,10.42,0.8,0,0.028,14.761,0.46,2.13E-05,1.95E-07,13.527,0.317,1.017867719,0.148,0.246,-0.336786665,-4.6712128,1.13120149
BATSE 1924 p01,L,L,C,12.69,0.93,0.015,0.291,0.752,0.106,1.26E-06,4.36E-08,3.57,0.26,1.103461622,0.672,0.078,-0.975102129,-5.900319359,0.552668216
BATSE 1953 p01,L,I,C,0.732,0.14,0.062,0.074,1.805,0.19,1.59E-07,1.63E-08,5.998,1.295,-0.135488919,0.973,0.05,-0.722311346,-6.797511683,0.778006461
BATSE 1956 p01,L,L,C,12.32,0.9,0.006,0.08,1.975,0.152,3.34E-06,6.93E-08,3.022,0.137,1.090610708,0.709,0.234,-0.81904837,-5.476123524,0.48029446
BATSE 1993 p01,L,L,C,7.49,0.62,0.015,0.076,1.516,0.146,1.43E-06,4.26E-08,1.73,0.122,0.874481818,0.95,0.887,-0.834169828,-5.845880474,0.238046103
BATSE 1993 p02,L,L,C,11.98,,0.095,,0.451,0.054,,,,,1.078456818,0.643,,-1.269641472,,
BATSE 1993 p03,L,L,C,16.47,0.93,0.04,0.85,0.405,0.05,6.83E-07,2.72E-08,1.448,0.182,1.216693599,0.484,1.791,-1.305214872,-6.165642887,0.160768562
BATSE 2018 p01,L,L,C,23.1,1.33,0.021,0.349,0.553,0.081,1.62E-06,4.41E-08,1.277,0.085,1.36361198,0.843,2.98,-1.092601057,-5.79128998,0.106190897
BATSE 2018 p02,L,L,C,10.27,0.81,0.001,0.236,0.55,0.08,7.48E-07,3.02E-08,1.654,0.169,1.011570444,0.124,0.45,-1.094809458,-6.125924255,0.218535505
BATSE 2019 p01,L,L,I,5.75,0.64,0.049,1.122,0.605,0.088,6.16E-07,3.32E-08,17.353,2.624,0.759667845,0.564,-1.122,-1.053358745,-6.210207832,1.239374567
BATSE 2019 p02,L,L,I,15.21,1.31,0.098,0.402,0.364,0.06,9.90E-07,4.04E-08,5.275,0.443,1.182129214,0.983,-0.53,-1.225242328,-6.004540313,0.722222464
BATSE 2019 p03,L,L,I,17.08,1.23,0.041,0.429,0.448,0.07,8.65E-07,3.42E-08,2.354,0.211,1.232487866,0.891,1.72,-1.156956251,-6.062983893,0.371806459
BATSE 2037 p01,L,I,C,0.43,0.11,0.002,0.043,5.824,0.285,3.76E-07,2.61E-08,16.183,3.018,-0.366531544,0.224,0.02,-0.545902201,-6.424812155,1.209059034
BATSE 2037 p02,L,I,C,0.82,0.15,0.016,0.029,7.467,0.351,7.98E-07,3.78E-08,12.823,1.51,-0.086186148,0.833,0.01,-0.454138527,-6.097942689,1.107989642
BATSE 2037 p03,L,I,C,0.79,0.16,0,0.043,4.449,0.228,5.00E-07,2.94E-08,10.015,1.4,-0.102372909,0.06,0.06,-0.642091751,-6.30137757,1.000650954
BATSE 2037 p04,L,I,C,2.53,0.33,0.053,0.128,1.05,0.081,3.21E-07,2.28E-08,4.421,0.632,0.403120521,0.882,0.35,-1.092697115,-6.493630283,0.645520515
BATSE 2037 p05,L,I,C,0.44,,0,,1.249,0.09,,,,,-0.356547324,0.014,,-1.044070629,,
BATSE 2037 p06,L,I,C,0.36,0.24,0.001,0.054,3.394,0.184,9.47E-07,4.35E-08,41.933,6.86,-0.443697499,0.123,-0.04,-0.734910702,-6.02346662,1.622555934
BATSE 2041 p01,L,I,C,0.481,0.11,0.034,0.126,2.236,0.188,1.61E-07,1.72E-08,18.042,5.339,-0.317854924,0.779,0,-0.72526818,-6.792365633,1.256284678
BATSE 2041 p02,L,I,C,0.887,0.15,0.058,0.066,1.199,0.112,1.47E-07,1.64E-08,38.025,16.334,-0.05207638,0.9,-0.1,-0.95231202,-6.832387327,1.580069223
BATSE 2041 p03,L,I,C,0.574,0.13,0.004,0.358,0.74,0.077,6.38E-08,1.04E-08,6.895,2.412,-0.241088108,0.144,-0.05,-1.114811872,-7.195519811,0.838534271
BATSE 2041 p04,L,I,C,0.558,0.13,0,0.14,2.281,0.192,2.09E-07,1.94E-08,11.92,2.657,-0.253365801,0.017,-0.05,-0.717763191,-6.679645967,1.076276255
BATSE 2047 p01,L,L,I,0.89351249,0.18,0.005,0.524,0.421,0.053,5.91E-08,1.01E-08,9.854,4.034,-0.048899372,0.137,0.031,-1.271992127,-7.228706557,0.993612558
BATSE 2047 p02,L,L,I,0.57242877,0.12,0.1,0.222,0.468,0.058,2.84E-08,6.54E-09,4.445,2.289,-0.242278547,0.943,-0.088,-1.239797642,-7.547293773,0.647871765
BATSE 2047 p03,L,L,I,1.48,0.21,0.057,0.111,1.262,0.124,1.94E-07,1.70E-08,3.272,0.603,0.170261715,0.68,0,-0.90797443,-6.712646227,0.514813295
BATSE 2047 p04,L,L,I,0.902,0.2,0.073,0.099,1.15,0.115,1.68E-07,1.58E-08,4.955,1.1,-0.044793462,0.66,0.12,-0.941052634,-6.775466937,0.695043659
BATSE 2047 p05,L,L,I,2.42,0.32,0.014,0.576,0.367,0.049,8.55E-08,9.86E-09,1.292,0.411,0.383815366,0.216,0.43,-1.313069434,-7.068186296,0.111262514
BATSE 2047 p06,L,L,I,2.15,0.29,0.066,0.324,0.647,0.073,1.19E-07,1.15E-08,0.863,0.224,0.33243846,0.81,0.13,-1.136999142,-6.923359556,-0.063989204
BATSE 2053 p01,L,L,C,3.26,0.31,0.073,0.113,1.124,0.093,2.81E-07,2.02E-08,2.121,0.3,0.5132176,0.968,-0.153,-1.033270666,-6.550830268,0.326540669
BATSE 2053 p02,L,L,C,1.13,0.22,0.017,0.121,1.527,0.116,2.90E-07,2.21E-08,14.114,3.028,0.053078443,0.274,-0.289,-0.934653518,-6.537452271,1.149650113
BATSE 2053 p03,L,L,C,0.543,0.16,0.048,0.074,1.879,0.136,1.73E-07,1.56E-08,4.64,1.06,-0.26520017,0.583,0.036,-0.864989655,-6.761702932,0.666517981
BATSE 2077 p01,L,X,?,26.29,1.44,0.076,1.804,0.12,0.035,5.01E-07,2.76E-08,3.781,0.441,1.419790586,0.566,-1.38,-1.461386722,-6.300509155,0.577606677
BATSE 2077 p02,L,X,?,103.55,3.24,0.024,1.181,0.254,0.066,3.12E-06,6.22E-08,1.461,0.069,2.015150103,0.97,11.09,-1.179256955,-5.506263198,0.164650216
BATSE 2079 p01,L,L,I,2.95,0.35,0.007,0.47,0.537,0.093,1.54E-07,1.52E-08,5.185,1.206,0.469822016,0.205,-0.01,-1.029349581,-6.81276138,0.714748761
BATSE 2079 p02,L,L,I,2,0.26,0.107,0.408,0.725,0.121,1.46E-07,1.53E-08,8.333,2.168,0.301029996,0.732,0.31,-0.916391066,-6.836242476,0.920801382
BATSE 2079 p03,L,L,I,1.15,0.23,0.004,0.312,0.621,0.106,8.87E-08,1.14E-08,3.748,1.083,0.06069784,0.13,0,-0.975067727,-7.05232126,0.573799582
BATSE 2079 p04,L,L,I,12.14,0.8,0.136,0.861,0.303,0.059,3.75E-07,2.50E-08,5.991,0.842,1.084218687,0.865,0.63,-1.231588074,-6.425505732,0.77749932
BATSE 2087 p01,L,L,C,7.42,0.55,0.021,0.114,1.008,0.099,7.98E-07,3.51E-08,4.315,0.406,0.870403905,0.991,0.01,-1.002701694,-6.097942689,0.6349808
BATSE 2087 p02,L,L,C,1.64,0.25,0.056,0.119,0.966,0.096,2.12E-07,1.81E-08,4.431,0.813,0.214843848,0.927,-0.12,-1.01766778,-6.673664139,0.64650175
BATSE 2090 p01,L,L,I,3.22,0.56,0.014,0.013,10.127,0.381,9.81E-06,1.37E-07,25.257,1.058,0.507855872,0.788,0.17,-0.41927245,-5.00824246,1.402381764
BATSE 2090 p02,L,L,I,3.29,0.41,0.001,0.014,6.886,0.278,2.84E-06,6.65E-08,5.074,0.263,0.517195898,0.154,0.04,-0.555565507,-5.547446937,0.705350463
BATSE 2090 p03,L,L,I,3.84,0.45,0.002,0.111,1.209,0.084,5.44E-07,2.82E-08,3.783,0.439,0.584331224,0.137,-0.07,-1.075181572,-6.264081883,0.577836341
BATSE 2099 p01,L,S,C,4.15,0.47,0,0.392,0.71,0.132,4.13E-07,2.68E-08,11.743,1.908,0.618048097,0.02,-0.01,-0.879202838,-6.384365531,1.069779061
BATSE 2102 p01,L,L,C,11.63,0.86,0.013,0.195,1.24,0.137,1.75E-06,5.15E-08,4.264,0.275,1.065579715,0.841,0.59,-0.863405034,-5.758204569,0.629817196
BATSE 2105 p01,L,I,C,5.65,0.52,0.027,0.169,0.765,0.114,4.12E-07,2.35E-08,2.048,0.26,0.752048448,0.976,0.124,-0.943848024,-6.384892013,0.311329952
BATSE 2106 p01,L,L,C,20.41,1.19,0.007,0.357,1.003,0.118,2.29E-06,5.91E-08,4.893,0.286,1.309843005,0.302,3.41,-0.92707717,-5.639595945,0.689575216
BATSE 2106 p02,L,L,C,24.73,1.34,0.048,0.566,0.683,0.086,2.19E-06,6.11E-08,7.008,0.419,1.393224116,0.94,2.07,-1.063175829,-5.659754238,0.845594093
BATSE 2112 p01,L,X,C,16,1.02,0.032,0.657,0.342,0.075,8.41E-07,3.61E-08,4.339,0.398,1.204119983,0.957,0.943,-1.12270382,-6.075100736,0.63738965
BATSE 2114 p01,L,I,C,9.69,0.72,0.063,0.562,0.357,0.065,6.91E-07,3.47E-08,8.863,1.003,0.986323777,0.902,-0.03,-1.188857796,-6.160521953,0.947580749
BATSE 2122 p01,L,L,I,38.05,1.53,0.017,0.541,0.876,0.1,3.23E-06,7.22E-08,4.833,0.223,1.580354661,0.99,0.31,-1.002149256,-5.490259984,0.684216795
BATSE 2122 p02,L,L,I,113.13,3.02,0.009,0.934,0.71,0.084,7.55E-06,1.09E-07,4.338,0.131,2.053577787,0.99,3.63,-1.074207606,-5.12222565,0.637289548
BATSE 2122 p03,L,L,I,0.91,0.19,0,0.231,0.602,0.074,7.30E-08,1.05E-08,5.093,1.708,-0.040958608,0.03,0.05,-1.128977221,-7.136617652,0.706973676
BATSE 2122 p04,L,L,I,1.74,0.28,0.024,0.142,0.849,0.097,1.84E-07,1.65E-08,3.63,0.713,0.240549248,0.47,0.03,-1.01300017,-6.735654493,0.559906625
BATSE 2122 p05,L,L,I,3.22,0.39,0.049,0.187,0.66,0.08,2.77E-07,2.11E-08,5.475,0.904,0.507855872,0.75,0.52,-1.098377165,-6.557833914,0.738384124
BATSE 2129 p01,L,X,C,5.6,0.53,0.053,0.29,0.297,0.066,2.84E-07,2.05E-08,3.046,0.459,0.748188027,0.88,0.241,-1.183000399,-6.547293773,0.483729899
BATSE 2129 p02,L,X,C,4.13,0.43,0.075,0.827,0.221,0.05,1.43E-07,1.42E-08,2.366,0.496,0.615950052,0.967,0.415,-1.297863925,-6.845576027,0.37401474
BATSE 2133 p01,L,I,C,0.924,0.16,0.134,0.195,0.563,0.106,4.02E-08,7.34E-09,2.157,0.889,-0.034328029,0.922,0.09,-0.973330136,-7.395557934,0.333850145
BATSE 2133 p02,L,I,C,2.74,0.38,0.001,0.222,0.685,0.127,2.17E-07,1.79E-08,3.527,0.633,0.437750563,0.069,-0.257,-0.897553947,-6.66274046,0.54740546
BATSE 2133 p03,L,I,C,1.59,0.24,0,0.264,0.519,0.099,6.83E-08,9.28E-09,2.303,0.799,0.201397124,0.035,0,-1.004278228,-7.165515715,0.362293938
BATSE 2138 p01,L,L,I,11.1,0.8,0.018,0.314,0.955,0.065,1.86E-06,5.62E-08,8.305,0.574,1.045322979,0.904,0.88,-1.185217521,-5.729554092,0.919339637
BATSE 2138 p02,L,L,I,16.74,1.03,0.019,0.393,0.677,0.053,1.62E-06,4.89E-08,2.973,0.186,1.223755454,0.953,0.27,-1.277519908,-5.790753151,0.473194909
BATSE 2140 p01,L,X,C,21.74,1.27,0.02,0.518,0.36,0.08,1.07E-06,3.51E-08,1.085,0.092,1.33725954,0.809,3.23,-1.095618441,-5.968995719,0.035429738
BATSE 2142 p01,L,S,C,0.994,0.18,0.076,0.309,0.648,0.099,9.23E-08,1.21E-08,5.432,1.568,-0.002613616,0.952,0.126,-1.006437106,-7.034845354,0.734959761
BATSE 2142 p02,L,S,C,2.855,0.32,0.043,0.263,0.927,0.136,3.98E-07,2.64E-08,12.396,2.084,0.455606113,0.952,0.356,-0.867674242,-6.400662867,1.093281568
BATSE 2143 p01,L,L,I,7.93,0.74,0.013,0.422,0.143,0.027,4.54E-07,2.64E-08,5.044,0.662,0.899273187,0.282,0.03,-1.565651553,-6.342944147,0.702775078
BATSE 2143 p02,L,L,I,6.23,0.66,0.112,0.35,0.181,0.033,5.20E-07,2.98E-08,4.599,0.495,0.794488047,0.875,-0.34,-1.478257236,-6.284247283,0.66266341
BATSE 2143 p03,L,L,I,16.55,1.04,0.099,1.478,0.113,0.022,6.61E-07,3.21E-08,14.335,2.211,1.218797998,0.49,1.78,-1.650571968,-6.179732843,1.156397697
BATSE 2143 p04,L,L,I,7.29,0.63,0.01,0.562,0.104,0.021,2.79E-07,2.16E-08,5.471,0.864,0.862727528,0.258,0.97,-1.681437678,-6.554084586,0.738066715
BATSE 2148 p01,L,L,C,9.887,0.75,0.037,0.78,0.21,0.036,2.31E-07,1.76E-08,2.565,0.459,0.995064534,0.495,-1.134,-1.449598132,-6.637140697,0.409087369
BATSE 2148 p02,L,L,C,9.481,0.77,0.033,0.819,0.281,0.043,3.67E-07,2.35E-08,5.093,0.764,0.976854147,0.549,0.529,-1.36225704,-6.435807539,0.706973676
BATSE 2148 p03,L,L,C,3.169,0.4,0.011,0.097,1.203,0.138,5.29E-07,2.82E-08,3.993,0.463,0.500922239,0.436,-0.07,-0.861245785,-6.276298106,0.60129931
BATSE 2148 p04,L,L,C,11.21,0.69,0.043,0.365,0.348,0.051,3.18E-07,2.05E-08,1.914,0.277,1.049605613,0.998,0.34,-1.295296793,-6.497709472,0.281941933
BATSE 2151 p01,L,L,C,0.272,0.08,0.004,0,112.729,1.256,7.41E-06,1.12E-07,8.536,0.301,-0.565431096,0.775,0.034,0.099148604,-5.130064589,0.931254406
BATSE 2151 p02,L,L,C,0.525,0.12,0.008,0.002,22.475,0.323,2.64E-06,6.39E-08,4.843,0.259,-0.279840697,0.808,0.014,-0.490848911,-5.578725209,0.685114469
BATSE 2152 p01,L,I,?,1.19,0.36,0.285,0.379,0.173,0.04,4.24E-08,6.14E-09,0.353,0.188,0.075546961,0.793,0.409,-1.401294006,-7.372326968,-0.452225295
BATSE 2152 p02,L,I,?,0.585,0.29,0.143,0.308,0.52,0.102,1.19E-07,1.09E-08,3.134,1.318,-0.232844134,0.857,0.019,-0.992599258,-6.925183559,0.496098992
BATSE 2152 p03,L,I,?,6.045,0.44,0.015,0.659,0.387,0.078,1.34E-07,1.13E-08,0.417,0.108,0.781396305,0.327,0.473,-1.107260282,-6.873868593,-0.379863945
BATSE 2181 p01,L,L,C,7.48,0.45,0.142,0.439,0.353,0.068,1.99E-07,1.82E-08,11.514,2.793,0.873901598,0.926,-0.44,-1.165377433,-6.700710666,1.061226225
BATSE 2181 p02,L,L,C,20.84,1.14,0.046,0.499,0.322,0.063,7.37E-07,3.40E-08,6.029,0.641,1.318897715,0.989,0.33,-1.198660089,-6.132296867,0.780245284
BATSE 2181 p03,L,L,C,4.35,0.44,0.066,0.75,0.237,0.049,1.06E-07,1.26E-08,2.778,0.658,0.638489257,0.572,0.66,-1.305454866,-6.97510404,0.443732241
BATSE 2187 p01,L,X,C,24.63,1.32,0.053,0.972,0.036,0.012,5.20E-07,2.67E-08,2.49,0.287,1.391464412,0.939,1.46,-1.91617579,-6.283829652,0.396199347
BATSE 2188 p01,L,L,I,18.32,1.15,0.031,0.486,0.439,0.077,9.14E-07,3.49E-08,2.2,0.192,1.262925469,0.799,1.543,-1.115891088,-6.039196375,0.342422681
BATSE 2188 p02,L,L,I,10.2,0.74,0.038,0.323,0.471,0.081,5.01E-07,2.64E-08,2.573,0.3,1.008600172,0.971,-0.16,-1.089657748,-6.299902295,0.410439786
BATSE 2188 p03,L,L,I,9.596,0.77,0.041,0.47,0.459,0.08,4.71E-07,2.42E-08,1.622,0.202,0.982090239,0.956,-0.53,-1.099305071,-6.326610422,0.21005085
BATSE 2189 p01,L,X,C,32.18,,0.015,,0.31,0.078,,,,,1.50758604,0.535,,-1.107057778,,
BATSE 2191 p01,L,L,C,13.56,0.88,0.029,0.471,0.598,0.125,7.62E-07,3.42E-08,4.02,0.381,1.13225969,0.885,-0.17,-0.904807299,-6.118273065,0.604226053
BATSE 2193 p01,L,L,C,87.58,,0.005,,1.196,0.134,,,,,1.942404941,0.949,,-0.873563679,,
BATSE 2197 p01,L,L,C,37.8,1.64,0.012,0.534,0.824,0.118,3.17E-06,6.92E-08,4.149,0.198,1.5774918,0.943,7.11,-0.927431152,-5.499077761,0.617943435
BATSE 2202 p01,L,X,?,2.05,0.33,0,0.458,0.417,0.092,1.42E-07,1.28E-08,1.4,0.346,0.311753861,0.038,0.191,-1.03746474,-6.84924356,0.146128036
BATSE 2203 p01,L,L,I,6.5075264,0.53,0.023,0.13,0.918,0.12,5.94E-07,2.97E-08,3.97,0.441,0.813415939,0.983,-0.51,-0.922411617,-6.226359807,0.598790507
BATSE 2207 p01,L,X,C,5.94,,0.087,0.623,0.235,0.067,,,,,0.773786445,0.971,-0.081,-1.175440999,,
BATSE 2213 p01,L,L,I,0.87,0.23,0.041,0.25,1.094,0.093,1.52E-07,1.50E-08,2.41,0.469,-0.060480747,0.069,0.39,-1.033108338,-6.818156412,0.382017043
BATSE 2213 p02,L,L,I,2.09,0.29,0.028,0.198,2.217,0.155,6.60E-07,3.45E-08,24.056,4.014,0.320146286,0.484,0.11,-0.808930461,-6.180192935,1.381223415
BATSE 2213 p03,L,L,I,1.25,0.2,0.009,0.087,2.526,0.172,3.71E-07,2.53E-08,11.034,1.864,0.096910013,0.083,-0.08,-0.764587533,-6.430743167,1.04273298
BATSE 2213 p04,L,L,I,13.07,,0.04,0.076,1.099,0.093,,,,,1.116275588,0.754,1.268,-1.031771775,,
BATSE 2213 p05,L,L,I,1.13,0.22,0.057,0.069,2.212,0.155,3.23E-07,2.24E-08,5.394,0.848,0.053078443,0.458,0.08,-0.809675272,-6.491470281,0.731910942
BATSE 2219 p01,L,L,?,16.01,1.1,0.003,0.328,1.71,0.18,1.19E-06,4.06E-08,2.719,0.209,1.204391332,0.273,0.57,-0.745853918,-5.924088239,0.434409208
BATSE 2219 p02,L,L,?,0.861,0.12,0.1,0.15,3.572,0.308,9.93E-08,1.32E-08,9.167,2.754,-0.064996849,0.999,0,-0.510898946,-7.003007018,0.962227231
BATSE 2228 p01,L,L,I,6.18,0.61,0.017,0.22,0.626,0.056,4.68E-07,2.56E-08,2.617,0.313,0.790988475,0.358,0.35,-1.250529452,-6.329939783,0.417803723
BATSE 2228 p02,L,L,I,17.3,1,0.082,0.404,0.561,0.053,9.95E-07,3.88E-08,3.399,0.274,1.238046103,0.958,-0.65,-1.277437596,-6.002133274,0.531351165
BATSE 2228 p03,L,L,I,1.12,0.18,0.127,0.083,1.316,0.088,1.41E-07,1.41E-08,2.796,0.614,0.049218023,0.983,0.12,-1.055943728,-6.849857838,0.446537167
BATSE 2228 p04,L,L,I,2.7,0.37,0.021,0.106,1.102,0.079,3.08E-07,1.89E-08,1.252,0.2,0.431363764,0.401,0.03,-1.10432231,-6.511026475,0.097604329
BATSE 2228 p05,L,L,I,10.78,0.82,0.051,0.187,0.707,0.06,8.00E-07,3.24E-08,2.098,0.198,1.032618761,0.85,0.15,-1.219772199,-6.097072904,0.321805484
BATSE 2232 p01,L,L,I,5.22,0.49,0.036,0.073,1.458,0.099,6.84E-07,2.92E-08,1.678,0.174,0.717670503,0.94,0.98,-1.003400815,-6.16475346,0.224791956
BATSE 2232 p02,L,L,I,4.68,0.51,0.067,0.184,0.664,0.06,3.39E-07,2.12E-08,1.97,0.279,0.670245853,0.594,0.11,-1.221244361,-6.470313046,0.294466226
BATSE 2232 p03,L,L,I,2.79,0.35,0.017,0.037,3.493,0.188,1.33E-06,4.68E-08,7.426,0.6,0.445604203,0.675,0.11,-0.725775938,-5.875821945,0.870754945
BATSE 2244 p01,L,X,I,62.84,2.58,0.025,1.708,0.2,0.053,1.98E-06,5.63E-08,6.27,0.404,1.798236176,0.74,5.93,-1.272298644,-5.702677286,0.797267541
BATSE 2252 p01,L,X,C,37.7,1.74,0.02,0.68,0.43,0.085,1.90E-06,5.32E-08,3.959,0.245,1.57634135,0.938,2.511,-1.069286141,-5.720561212,0.597585502
BATSE 2254 p01,L,L,C,5.26,0.47,0.019,0.198,1.206,0.13,7.44E-07,3.48E-08,7.539,0.83,0.720985744,0.96,0.748,-0.885572328,-6.128310334,0.877313743
BATSE 2267 p01,L,L,C,16.11,0.93,0.016,0.302,0.891,0.135,1.38E-06,4.61E-08,4.288,0.307,1.20709554,0.98,0.657,-0.868120876,-5.860435734,0.632254777
BATSE 2271 p01,M,X,C,3.08,0.31,0.102,0.497,0.382,0.051,7.88E-08,9.73E-09,1.391,0.431,0.488550717,0.977,0.42,-1.289636907,-7.103253384,0.14332713
BATSE 2271 p02,M,X,C,1.19,0.21,0.029,0.088,1.61,0.154,2.49E-07,1.98E-08,5.583,0.999,0.075546961,0.656,-0.18,-0.812613358,-6.603800653,0.746867628
BATSE 2271 p03,M,X,C,2.09,0.3,0.161,0.482,0.294,0.043,6.47E-08,9.15E-09,2.788,1.003,0.320146286,0.808,0.14,-1.365788143,-7.189297139,0.445292769
BATSE 2271 p04,M,X,C,0.63,0.15,0,0.06,2.13,0.196,1.80E-07,1.67E-08,6.42,1.429,-0.200659451,0.022,0.01,-0.707632673,-6.745935547,0.807535028
BATSE 2276 p01,L,L,C,33.33,1.6,0.013,0.525,0.663,0.101,2.84E-06,5.92E-08,1.565,0.08,1.522835314,0.932,2.166,-0.994178134,-5.546375926,0.194514342
BATSE 2276 p02,L,L,C,17.22,1.13,0.015,0.38,0.601,0.093,1.31E-06,3.73E-08,0.838,0.07,1.236033147,0.714,2.41,-1.032195597,-5.882066165,-0.076755981
BATSE 2277 p01,L,L,I,20.75,1.24,0.001,0.49,0.742,0.106,2.12E-06,5.96E-08,7.839,0.503,1.317018101,0.138,0.99,-0.976391842,-5.67325462,0.894260664
BATSE 2277 p02,L,L,I,3.03,0.41,0.001,0.504,0.554,0.083,2.76E-07,2.17E-08,11.383,2.275,0.481442629,0.063,0.41,-1.082252634,-6.559878397,1.056256736
BATSE 2283 p01,M,X,C,0.56,,0.024,,0.713,0.124,,,,,-0.251811973,0.411,,-0.907945977,,
BATSE 2283 p02,M,X,C,0.46,0.08,0.1,0.219,1.024,0.173,4.13E-08,8.34E-09,7.13,3.16,-0.337242168,1,0.13,-0.761762385,-7.384155117,0.85308953
BATSE 2304 p01,L,L,?,7.055,0.56,0.049,0.401,0.454,0.084,3.39E-07,2.36E-08,5.465,0.797,0.848497018,0.962,0.198,-1.073189913,-6.469288162,0.737590166
BATSE 2306 p01,L,L,C,6.99,0.54,0.024,0.144,0.869,0.128,7.42E-07,3.55E-08,13.743,1.807,0.844477176,0.929,-0.004,-0.892034048,-6.129771721,1.138081546
